que_id,question,answer,big_cate,small_cate,intent
36785377,我一邻居六十七岁患有心脏病高血压近两天下肢肿胀，还伴有气喘，不知有什么好的建议，因她是农村孤一人，住院不可能，那位医生能提供有什么药物信息，十分感谢。,你好，这个还是需要到医院就诊治疗的，不然现在诊断是什么都不知道，只是初步考虑可能心脏病导致的心功能不全，心功能引起导致双下肢浮肿，气喘，所以这个还是严重的，需要及时的治疗，到医院至少要检查一下心脏的彩超看看建议到医院的心内科就诊，检查一下心脏彩超看看是不是心功能不全导致的，你要想没有看到病人，诊断不清楚，谁敢随便叫老人吃药呀，那是会出问题的，所以要检查清楚，不然这个疾病还是很严重的,内科,高血压,hypertension
37178875,左肩前动脉一直跳是咋回事。？感觉左肩前动脉会跳，有时候还跳的特别的快。我平时有高血压，就坚持服药，一直没出现什么问题。这个跳动是怎么回事呀，弄的我好慌，看着就不舒服。我要不要上医院检查呢。有高血压的病史，左肩前动脉跳动，这是什么原因？,"gxy=2,你好，考虑为高血压，在未用抗高血压药情况下，收缩压≥140mmHg和/或舒张压≥90mmHg，高血压是一种以动脉血压持续升高为主要表现的慢性疾病，目前是无法根治的，这个易并发心脑血管疾病，建议继续监测血压和服用药物稳定血压，降压药一般有尼群地平、卡托普利等，保持良好的生活习惯，建议在当地医生指导下口服降压平稳的药物治疗,低盐饮食,低脂肪饮食.一定要禁烟,酒,避免情绪激动,服药要坚持.指导意见，答非所问、敷衍、无意义回复，将会被通报！",内科,高血压,hypertension
32608847,小腿浮肿怎麽办？血压高怕冷夜间起夜1-2次曾经治疗情况和效果：两个月前查出高血压:高压150低压110最近一周感觉小腿有些肿请问吃什么药好？,你好腿浮肿；下肢浮肿临床常见主要见于以下几种疾病性浮肿1心性浮肿患有各种心脏病病人当心功能不全时体循环障碍使下肢静脉回心血量减少引起浮肿;2静脉炎造成腿脚浮肿3可能有肾虚的原因建议检查对症治疗休息时把脚放在较高一点,内科,高血压,hypertension
52416270,左心房负荷过重，血钙偏低，无明显症状，低压75高压105需要药物治疗还是在重新复查一下在做决定,心电图提示左心房负荷过重，是指心电图P波增宽并伴有切迹的一种情况。你的心电图异常可能与过去存在房间隔缺损有关。如果现在无别的明显异常可密切观察，暂不必处理。平时注意休息，预防呼吸道感染。,内科,高血压,hypertension
51544281,"天天早上起来,感“冒是什么原因我今年43岁为什么老是血管疼、还静脉变细、但是水喝多一要好一些、我有高血压",早上出现有感冒的症状，这种情况主要是受到冷空气以后出现的打喷嚏，鼻塞等症状，如果保暖以后会恢复正常，一般是不要紧的，主要是要预防为主，主要是鼻腔粘膜对冷空气较敏感引起的症状。平时不要吸入冷空气，外出时戴口罩，排尿以后出现有泡沫和高尿酸是有关系的，平时不要喝酒，要多喝开水吗，不要吃动物内脏，高脂肪的，高胆固醇食物，高嘌呤食物，避免出现尿酸增高。,内科,呼吸内科,hypertension
36469848,高血压，易疲劳，失眠吃维生素c和维生素b可以吗降压药，常州四院产,"血压具体用药还是要看病人具体的情况。一般建议服用长效的降压药，如依那普利或者硝苯地平缓释片。注意饮食上要禁酒，低盐低脂饮食，少吃动物脂肪及内脏，多吃粗纤维食物，新鲜的蔬菜，水果,，情绪稳定，适当运动，充足睡眠和良好心态，定期监测血压变化",精神科,失眠抑郁,hypertension
20362090,我妈妈经常头晕目眩，以前得过高血压，现在也正常了，还得过腰椎间盘突出症，复位之后好了，没有什么反应了，这是病史，但是现在这个样子是不是和以前得过的这些病又关系,你好，此种情况往往是有脑供血不足的情况引起的常见的或有高血压的情况引起或有颈椎病。建议检查确诊疾病治疗的。注意保养的。饮食要清淡的。保持心情舒畅。,内科,高血压,hypertension
68890935,你好，入睡难，睡着又打呼，胸闷，63岁，请问这是怎么回事？有高血压,病例分析:您好，正常血压是90-120/60-80，高于140/90mmhg为高血压，高血压的治疗首先要在饮食上低盐饮食，平时加强锻炼。合并药物控制，降压药物多种，具体情况而定，在心血管医生指导下服药。高血压是慢性病，需要长期治疗。,内科,高血压,hypertension
51281831,有四五天了，右胳膊、右腿发麻，胳膊比腿严重点，低压90高压140，平时喜欢枕高枕。曾经治疗情况和效果：无有可能是什么病啊,你好.你这个应该是颈椎的问题引起的.颈椎卡压臂丛神经就会引起手麻这个和你睡高的枕头有关系的.你可以在颈椎治疗.针灸.推拿.牵引.这样的方法就可以的,内科,高血压,hypertension
40293111,身体健康，就是血压有点高，低压100左右，高压140曾经治疗情况和效果：面部神经麻痹牛痘疫苗致炎兔皮提取物注射液，治疗面部神经麻痹是否有效？,"指导意见：您好,建议你低盐饮食,低脂肪饮食。一定要要禁烟,酒,避免情绪激动。在当地医生指导下选择降压药如：心通定。最好选择缓释片如波依定toz或者寿比山口服,血压更平稳。多吃芹菜,尤其是其根,可以有降压作用,但是只是辅助治疗",内科,高血压,hypertension
56098951,血压高高压132低压97曾经治疗情况和效果：一月前感冒后发现血压高高压136低压93.去县医院做脑部CT和尿检都正常吃一盒强力定眩片高压120低压100现在吃杜仲平压片一星期高压132低压97应该吃什么药或做什么检查,你好，首先引起血压高的因素有很多，比如精神、睡眠、活动等诸多因素，也有疾病影响，既然拍过CT正常的话应该问题不大。建议最近还是根据医嘱按时服药，要是不是医生开的药就不要乱吃，最近一定要好好休息，保证充足的睡眠，精神要放松，饮食一定要清淡低盐，调养一段时间可以再复查。,内科,高血压,hypertension
52223140,我高压170低压80胸闷我现在给做哪样的治疗和检查呢曾经治疗情况和效果：没治疗过我该做什么检查呢,你好。高血压会导致心脏供血不足，从而导致出现胸闷气短的症状你的血压控制不好。必须药物治疗配合饮食；只有控制住血压才能避免并发症,内科,高血压,hypertension
48984800,头疼头晕失眠视力模糊曾经治疗情况和效果：脑磁共振没病颈椎磁共振还可以如何治理病情,"考虑神经衰弱,植物神经调节紊乱导致可以口服;谷维素片,维生素B1片,祝你健康，，安神补脑液进行调理此种情况往往是可以采用中药、调节神经药物的治疗一下的。保持心情舒畅。不要熬夜。不要劳累。",精神科,失眠抑郁,sleep
66750278,多梦，一睡着就做梦，一直到醒，不论白天还是晚上，搞的人整天昏昏沉沉的，乏力,这种情况应当是由于夜间睡眠不安。所以就容易造成比较明显的疲倦乏力，而且会出现比较明显的倦怠，头脑不清醒头晕头痛，所以这个时候我们首先要保持情绪稳定，当然同时需要配合口服一些复合维生素片养血安神口服液，碳酸钙片，同时配合口服一些复合维生素片养血安神口服液朱砂安神丸。,其他,生活起居,sleep
32129345,主要症状:半夜睡不着觉醒来以后就很难入睡发病时间:最近一段时间化验检查结果:没有化验曾经治疗情况和效果：没有治疗过,指导意见：你这种病症是失眠.失眠症是一种持续性的睡眠的质和/或量令人不满意的生理障碍.对失眠有忧虑或恐惧心理是形成本症的致病心理因素.失眠是常见的睡眠障碍.可继发于躯体因素环境因素神经精神疾病等.本症是因精神紧张焦虑恐惧担心失眠的所谓原发性失眠症.其症状特点为入睡困难睡眠不深易惊醒早醒多梦醒后疲乏或缺乏清醒感.白天思睡严重影响工作效率或社会功能.通常失眠的发病时间为每周至少发生三次并持续一月以上.为了区分失眠的不同时间阶段将失眠分为入睡困难睡态不稳早醒三种形式.入睡困难表现为躺在床上后30分钟甚至1-2小,精神科,失眠抑郁,sleep
47613341,头昏，记忆力减退，全身酸软，心情烦躁，腰酸背痛你好，我老是觉得心烦，头昏眼花，提不起精神，记忆严重减退，腰酸背痛，总有一种心有余而力不足的感觉，头经常疼，老是睡眠不好，请问是属于肾虚的哪一种，要怎么治疗,考虑还是颈椎病。建议看看骨外科医生体检，必要时需要CT辅助检查确诊，治疗一般需要可采取按摩，牵引、针灸、理疗、服中药和练功等保守治疗。严重时可以小针刀手术治疗，另外服用颈复康颗粒和全天麻胶囊以及止痛药芬必得胶囊。,中医科,中医综合,sleep
46984041,"失眠引起耳鸣长期睡不着觉,头昏、头痛、头胀,持续性耳鸣,很难入睡易醒:",病例分析:你好、你是颈椎病引起的脑供血不足出现的症状、建议到正规医院中医推拿科检查坚持治疗颈椎、胸椎、手法正骨、牵引、理疗、拔火罐、活血化瘀药物治疗。,精神科,失眠抑郁,sleep
32838659,头晕，头疼，头昏，失眠头疼失眠头昏,你好，贫血常见的症状有头晕乏力、心慌气短、食欲不振、皮肤粘膜苍白、指甲扁平等。建议在医师的详细检查后，在用药治疗。饮食要规律，营养要全面，避免挑食。请根据患者想要得到的帮助，提供合理化贫血的情况可以用速立菲和维生素C片，多吃含铁的食物，如鱼、肉、肝、禽等。祝身体健康，以上供参考指导意见，答非所问、敷衍、无意义回复，将会被通报！,精神科,失眠抑郁,sleep
64394278,抑郁症，头晕。失眠。乏力。心悸。厌食。曾经治疗情况和效果：抗抑郁药物，中西药都服用了，效果不明显。到什么科室就诊,病例分析:抑郁症需要使用抗抑郁药物合并心理治疗,精神科,失眠抑郁,sleep
29831019,手指麻木酸痛睡不着疼的要命怎么治？手指麻木酸痛睡不着疼的要命怎么治疗？。,根据你说的症状考虑属于颈椎突出压迫神经引起麻木表现、治疗应该舒筋活血通络止痛，可以拍个颈椎ct看看，可以针灸推拿，服用营养神经的药物治疗，弥可保。,精神科,失眠抑郁,sleep
39879199,哪种中药治疗轻微脑动脉硬化？患脑动脉硬化已经好几年了，一直都是按照医生的方法吃药，头痛，头晕，晚上失眠这些老毛病虽然好多了，但没有彻底治愈，最近病又换了，我在网上看到说有中药可以治这种病。。请问轻微脑动脉硬化用中药真的可以治好吗？,您好：脑动脉硬化是指脑血管的慢性与增生性改变，主要发生于中老年人。据美国统计。病理改变可分三型：动脉粥样硬化、弥漫性小动脉硬化，微血管玻璃样变与纤维化，分别与血脂代谢紊乱，脑动脉硬化除了容易并发各种脑血管病急性发作外，由于严重、广泛的血管硬化、狭窄常可引起局部或全脑血流量减少，而使脑组织缺血、萎缩；脑部细微动脉的硬化，还易引起多发性微栓脑动脉硬化。,精神科,失眠抑郁,sleep
31462718,做爱后头晕耳鸣记忆减退失眠医生我也是最近几次做爱后头眩晕耳鸣就是你说的症状，有什么办法治疗吗?,记忆力减退下降，属于气血不足，肾虚等因素引起的记忆力下降。你这个可以口服脑心舒口服液和人参归脾颗粒来调理2周，平时作息时间要规律，不能熬夜，保持心情愉快，不要胡思乱想，适当运动保证睡眠质量。,精神科,失眠抑郁,sleep
59297048,常常都是很疲劳的样子，一点力气都没有，总是疲劳的很啊，晚上也总是睡不好，人还瘦了十多斤，吓死了。就去医院做检查了，医生告诉说是患上了甲亢，现在已经在吃药了，不知道饮食上有什么要注意的啊。,你好，甲亢清注意：1）每日进食总热量，男性至少2400千卡，女性2000至少千卡。（2）多吃高蛋白食物，年轻患者还需多吃脂肪类食物。（3）多吃含维生素丰富的水果、蔬菜。（4）少吃辛辣食物，如辣椒、葱、姜、蒜等。,内科,甲状腺疾病,sleep
62012995,精神正常食欲正常食量正常睡眠不好晚上疼痛大小便不正常体重没变化三月下肢麻木神经鞘瘤症状术后复发哪个医院治得好？,神经鞘瘤症状术后复发比较推荐的是北京医科大学宣武医院功能神经外科，实事求是的说近来γ刀成功地用于听神经瘤的治疗，可明显缩小瘤体，早期随访可抑制肿瘤的生长，保留而神经功能可选择性地用于某些病例。,内科,肿瘤科,sleep
16235033,宝宝睡觉不踏实怎么办,宝宝睡觉不踏实的原因和对策1、缺微量元素，血钙降低引起大脑及植物性神经兴奋性增强导致宝宝晚上睡不安稳，需要补充钙和维生素D，如果缺钙，宝宝的卤门就闭合得不好。2、太热、太冷。3、太干燥，有鼻屎。4、睡眠前玩得太兴奋，按时睡觉：在宝宝入睡前0.5～1小时，应让宝宝安静下来，睡前不要玩得太兴奋，更不要过分逗弄宝宝。免得宝宝因过于兴奋、紧张而难以入睡。,精神科,失眠抑郁,sleep
6756649,全部症状：经常失眠，入睡难，睡不沉，睡的时间短．发病时间及原因：一年多了．治疗情况：吃了很多药（谷维素，健脑补肾丸，安神补脑液），效果都不理想．,"睡眠不好当然精神就不好。建议你注意减轻大脑兴奋状态,睡前做体操适当放松,避免服用兴奋饮料（如咖啡,浓茶等）,不吸烟,刷牙,洗牙,保持口腔清洁,并注意改善睡眠环境等有利于减轻大脑兴奋状态精神放轻松点.口服七叶神安片脑灵素等试试.白天一定不要睡觉,把睡眠留在晚上睡.白天加强锻炼,在身体比较疲乏的情况下一般会比较好睡一点.首先改善睡眠再说啊。",药品保健品,药品保健品其它,sleep
38211120,胸痛压气体重减轻睡不好觉.两个多月知道怎样检查出结果,指导意见：胸痛压气体重减轻睡不好觉.你好!建议你去医院做胸部x线检查.明确病因再做治疗.,外科,心胸外科,sleep
11763914,你好近一周晚上睡觉多梦盗汗黑圆圈有好几年了请问我这是什么病,多梦与深睡眠期时间短，睡眠深度不够、睡眠质量不高有密切关系，多梦并不是做梦次数的增多，而是对梦的记忆次数的增加。建议您如果出现失眠多梦，先从自身心理找原因或者求助于心理医生。,中医科,中医综合,sleep
48343468,您好，我想咨询一下，我父亲现在总是喘不过气，胸闷，晚上睡不好觉，怎么回事应该检查什么，严重不严重,指导意见：您好，胸闷建议您看看中医，可以选用瓜蒌薤白桂枝汤加减治疗，,其他,生活起居,sleep
19714214,您好！我想问一下，阿普唑伦最多一次可以吃几片，一天可以吃几次曾经治疗情况和效果：以前一天一片，早上还睡不醒，现在吃一片，晚上睡不好了想知道可以加量吗，要怎样加,您好，阿普唑仑片是安定药，有助于睡眠，但是长期服用会有依赖性和耐药性。长期服用，若想效果如从前一样，就需要加量，失眠原因就是阴阳失调，阳不入阴，建议去找中医调理。彻底治疗。,精神科,失眠抑郁,sleep
43184368,低血压、头晕、劳累后心跳加快、噩梦早醒，睡醒常有盗汗曾经治疗情况和效果：血常规、尿常规、胸透、动态心电图都没发现明显问题我是植物神经功能紊乱吗？要如何才能恢复,问题分析:首先要排除心脏的原因，然后再做常规检查，找出头晕、心悸原因，可到我院来检查。,内科,心血管内科,sleep
44172472,"掉头发。头屑多,健忘失眠,腰酸背痛吃什么药","背疼可能有很多原因,肌肉急慢性损伤,疲劳痉挛,脊柱疲劳姿势不正有可能导致背痛.也可能是由于脏器等原因的反射疼痛,比如阑尾炎,有时会导致胃部,背部反射区疼痛.颈椎问题也可能导致背痛.你说的比较简略,所以导致你的这种症状的原因不能确定,你应该去医院诊断以下比较好.",精神科,失眠抑郁,sleep
20610768,最近有点不舒服，老是无名的头疼，让我吃不好饭，睡不好觉，真是寝食难安啊，一开诊所的朋友说我是神经性头疼，什么是神经性头疼啊，我平时不神经紧张的啊,神经性头痛主要是指紧张性头痛、功能性头痛及血管神经性头痛多由精神紧张、生气引起，主要症状为持续性的头部闷痛、压迫感、沉重感，有的病人自诉为头部有“紧箍”感。大部分病人为两侧头痛，多为两颞侧、后枕部及头顶部或全头部。头痛性质为钝痛、胀痛、压迫感、麻木感和束带样紧箍感。,内科,神经内科,sleep
51817485,"运动后出现心房颤动,引起心悸,失眠症状,喜欢运动,怎么办?",指导意见：你好考虑是心律失常，心动过速引起的，可以服用稳心颗粒治疗观察看看，避免劳累情绪激动，必要时到医院做进一步检查与治疗,内科,心血管内科,sleep
3064472,全身乏力，动不动就大量流汗，晚上很难入睡，睡了总做梦，头发很容易脱落，总是没精神,"您好!欢迎访问我们的健康咨询平台,从你的描述来看这可能是体虚自汗,可吃些黄芪精口服液",精神科,失眠抑郁,sleep
29403740,上火会导致失眠吗,上火会引起失眠的任何躯体的不适都是会引起失眠的发生的，对于上火的话，可以吃一点黄连上清丸的，要多喝水，也可以喝一点菊花茶、金银花茶，要多喝水，饮食要以清淡、营养为主，少吃辛辣刺激性食物，如果有口腔溃疡的话，可以贴口腔溃疡膜来改善的。,精神科,失眠抑郁,sleep
26547761,多梦头晕鼻炎口腔异味好困用什么药治疗,"这位朋友你好,像这样的情况,推荐中医治疗.辩证论治.有很好的疗效.少做过量的运动，少饮食刺激性的食物，保持生活规律，情绪稳定。希望对你有帮助.",五官科,鼻炎,sleep
64485128,请问我的情况属于肾阴虚还是阳虚？主要病情有偶尔耳鸣现象，头晕，长期腰痛，畏寒，手脚凉，失眠多梦，记忆力明显下降，精神不集中，最近腰膝酸软，易疲劳，性能力减弱，白头发增多，心烦易怒，数月肠胃不适，脚气，口腔溃疡，曾经性生活频繁，,你好，你的症状是肾阳虚，肾阳虚的症状为腰酸、四肢发冷、畏寒，甚至还有水肿，为“寒”的症状，性功能不好也会导致肾阳虚，都会导致人的免疫能力的降低。在预防方面，因起病与恣情纵欲有关的，应清心寡欲，戒除手/淫；如与全身衰弱、营养不良或身心过劳有关的，应适当增加营养或注意劳逸结合，节制性欲。肾虚多为积累成疾，切不可以用急于求成而用大补之药进补，而应慢慢调理。,皮肤科,皮肤综合,sleep
48505894,贪睡，多梦，头昏，无力贪睡，多梦，没精神,"你好，梦多考虑神经衰弱,气血不足、情志损伤、阴血亏虚、痰热内扰肝胆、劳累过度、植物神经调节紊乱导致建议平时生活有规律，按时作息，避免情绪刺激。可以口服安神补脑液、百乐眠胶囊治疗。另外注意有无气血亏虚的情况",内科,内科其它,sleep
9290833,失眠症睡不着怎么办，请问半夜经常失眠症睡不着怎么办!失眠症严重了是不是会导致抑郁症的发生啊！,您好，对于失眠或是多梦的问题，引起的原因可能是与白天过度劳累、神经衰弱、有心事、思虑过度有关，不同年龄的人群均可发生。建议在睡前要休息一下，放松身体和心情有助于进入睡眠，可以听听轻音乐，用热水泡脚缓解疲劳，也有有助于进入睡眠。保持室内的空气流通和安静的环境。若是情况严重，必要的时候，可以专业医生的指导下，服用相关的药物，祝早日能解除困扰。,精神科,失眠抑郁,sleep
37394781,经常性失眠，不吃药不能睡觉，怎么办？？晚上睡不了啊，神经性衰弱，睡不着就很焦虑紧张，越紧张越睡不了，非要吃点药才能睡，怎么办？。,你的情况，一般的考虑是血虚血不安神引起失眠的症状，首先需要注意饮食的调理，可以多吃核桃仁黑芝麻大枣之类的食物，口服养心安神丸、柏子养心丸大蜜丸、天王补心丸之类的药物，及时的调理，晚上热水泡脚的方法调理，祝你健康。,精神科,失眠抑郁,sleep
28976947,经常失眠，睡觉不踏实，健忘，记忆力下降的，感觉头好闷，怎么办啊？,你好，失眠多跟长期过度劳累，情志不畅等因素有关的，可以在医生的指导下使用安神补脑液或者枣仁安神颗粒进行治疗较好平时要多吃坚果类食物，例如核桃，葵花籽等，合理安排自己的作息时间，避免劳累，不要经常熬夜。祝你身体健康,精神科,失眠抑郁,sleep
10087565,全部症状：入睡困难，入睡后无法进入深睡眠状态，第二天起床仍然感觉很疲惫。经常犯困，白天开车时精力不集中，容易疲劳。发病时间及原因：发病半年之久，原因不明。治疗情况：没有吃过抗疲劳促进睡眠的药物，没有看过医生。,"您好，引起失眠的原因有很多，如精神紧张,兴奋,抑郁,恐惧,焦虑,烦闷等精神因素常可引起失眠;工作和学习压力过重,环境改变,噪音,光和空气污染等社会环境因素是另一重要原因。失眠的出现去患者的生活影响较大，所以患者应尽早到专业的医院进行诊断和治疗，避免因治疗不应及时而危害自身。对于长期入睡困难户来说，运动是非常好的方法，跑跑步、打打球、踢踢毽子都是非常不错的选择，有助于提高睡眠质量。睡觉前可以喝上一杯热乎乎的牛奶，不要在睡前喝咖啡、绿茶这类会让大脑兴奋的食物或饮料。",精神科,失眠抑郁,sleep
25929785,失眠，多梦，心悸，盗汗，脚心发烫如何治疗，吃什么药管用,你好，按照你的描述来说，你的这种情况可能是肾虚导致的，建议去中医那看一看，中医治疗肾虚还是比较不错的,精神科,失眠抑郁,sleep
28947826,睡眠不好。半睡半醒的。感觉胸口很闷，总感觉透不过气来，都要大口的呼吸。爬楼梯时气喘呼呼。我只是一个十九岁的学生。该怎么办呀？,"您好,您可能是因为工作太累所致的压力过大从而造成的失眠的现象!一.首先建立信心,对生活中偶尔遇到失眠经验,不必过份忧虑二.安排规律生活，避免失眠的最有效方法,是使生活起居规律化,养成定时入寝与定时起床的习惯三.保持适度运动，每天保持半小时至一小时的运动,藉以灵活身体各部器官.",精神科,失眠抑郁,sleep
4313940,"头晕,无力,全身酸痛,全天昏睡,多梦,还有梦等遗现象","你好，可以口服复方氨酚脘胺颗粒，大青叶口服液，五味子糖浆，多喝水，清淡饮食，注意休息,禁忌辛辣食物。",内科,内科其它,sleep
26286316,我抑郁失眠非常需要免费心理医生，进行心理疏导曾经治疗情况和效果：非常需要心理医生需要免费心理医生,失眠对人体的伤害主要是精神上的，攻击性强，记忆力减退，注意力不集中，精神疲劳。失眠对人精神上的影响容易导致器质性的疾病，还会使人免疫力下降，使人的身体消耗较大，因为生长素的分泌主要在晚上睡着后，因此少年儿童的失眠会减少生长素的分泌，不利于身体的生长发育。失眠会引起人的疲劳感、不安、全身不适、无精打采、反应迟缓、头痛、建议您，每天梳头5分钟，每晚用热泡泡脚，保持心情舒畅。,精神科,失眠抑郁,sleep
43925604,"肚子胀,头晕,四肢无力.饮食无味.容易失眠.求良方?肚子胀,头晕,四肢无力.","你好，考虑是胃气上逆的表现,多因饮食无规律,外感风寒等因素诱发，药物治疗上建议使用增加胃动力的药物西沙比利或者吗丁啉进行治疗，要按时吃饭饮食有规律,多吃瓜果蔬菜补充维生素,积极锻炼身体增加机体抵抗力较好。",精神科,失眠抑郁,sleep
28981192,失眠，睡不着觉，4、5年了,失眠多跟劳累，精神紧张，压抑等因素有关的，是以经常不能获得正常睡眠为特征的一种病证。建议睡前不宜兴奋、不宜吃东西、可以适当做下放松活动、注意要洗脸洗脚、保持空气流通、少饮水等。,精神科,失眠抑郁,sleep
37567791,有没有叫启维的药曾经治疗情况和效果：控制抑郁症抑郁症的有没有复发的,"指导意见：您好,多是由于患者长期压抑的心理造成的,属心理问题,一般可通过系统的心理治疗和中医中药治疗即可,并且患者应多注意多与人共事、沟通,引起的原因还可能与日常生活中的环境以及自身性格行为因素有关。要注意保持良好的心态,自我调节抑制。sdg若是症状比较严重,无法通过自我调节得到缓解,建议您亲自去找心理医生咨询一下为宜。",精神科,失眠抑郁,sleep
55318806,失眠全身无力胸闷失眠胸闷全身无力吃不下。有一个月左右的病情。检查过心电图。血检尿检。彩超。脑部拍片都没事。但做胃检查出有溃疡,如你所述的情况，可能是精神因素引起的消化性溃疡。失眠全身无力胸闷失眠胸闷全身无力吃不下，可能主要是心理因素引起的。建议你放松心态，同时进行消化性溃疡药物治疗，并用疏肝解郁的中药调理。,内科,心血管内科,sleep
55906243,怎么回事是不是肾虚腰痛，耳鸣还有多梦，特怕冷，怎么回事，是不是肾虚啊,"会员你好,多梦是人完成睡眠过程后,感觉乱梦纷纭并伴有头晕疲倦的一种状态。中医学认为,多梦的根本原因在于机体内在变化。气血不足、情志损伤、阴血亏虚、痰热内扰肝胆、劳累过度、饮食失节等原因都会导致多梦。建议你排除感情心理因素,建议适当参加体育活动,睡前热水洗脚,按摩足底,喝杯热牛奶,饮食多一些安神补脑的。",中医科,中医综合,sleep
7375735,全部症状：晚上睡觉都要一两个小时才能入睡，中午常常两个小时都睡不着。发病时间及原因：从小就这样，不知道原因治疗情况：,您好，这个情况可以查查微量元素看看，是否有微量元素缺乏的情况,精神科,失眠抑郁,sleep
12167643,头昏，全身无力，说话无力，两小腿肚会酸，失眠,你好，建议你服用些调节植物神经，和镇静安神药物，过一段时间就会好的。,内科,内科其它,sleep
3311811,你好，我有腰突症多年；只是最近感觉右脚踝骨位昆仑穴处一阵一阵的刺痛，睡觉也睡不好，我该怎么办？发病持续时间：一个月以内,"你好你的情况可以考虑中医针灸的治疗，希望我的回答对你有所帮助.有什么不明白的,欢迎您再次提问.祝身体健康.",中医科,中医综合,sleep
44482943,经常失眠全身麻痹麻木,指导意见：出现肢体麻木是需要引起你们的重视的，可能是神经系统疾病的初期症状，出现疾病的初期症状是需要及时的治疗的，而治疗是需要找准病根对症治疗的，先到医院做相关的检查确诊下，确诊后好对症治疗，以免病情进一步发展。,精神科,失眠抑郁,sleep
36007544,不明病因的红痒疙瘩睡觉时腿上起像鸡皮疙瘩的疙瘩手臂上也会有红还痒根本睡不着要疯了已经持续十多天晚上睡觉时最痒,你好根据你的情况描述考虑可能是你患的是毛周角化病。毛周角化病是最常见的遗传性皮肤病，我建议你可以口服维生素A，维生素E胶丸，外用维A酸乳膏和尿素VE乳膏，多吃水果蔬菜。,精神科,失眠抑郁,sleep
59305753,我现在晚上都是睡的不好，常常就是心悸多梦。就是觉得浑身都是酸痛的很，而且人怎么就一下子瘦了许多啊，就去医院检查了，医生说是患上了甲亢，现在已经在治疗了，不知道应该注意什么好。,你好，甲亢病人应该起居有常，劳逸结合。病人虽多食多饮，但消化吸收的运化差，身体较为虚弱。一般说，轻者不宜经常熬夜、饮食无度和进行长跑、游泳、爬山等剧烈活动；重病者，则宜静养，甚至卧床休息。此外，由于甲亢病人常伴有突眼，使眼外肌麻痹，容易视力疲劳，眼球膨胀。,内科,甲状腺疾病,sleep
58522866,病情描述发病时间、主要症状、症状变化等）：睡眠不好，眼皮浮肿，身体疲倦，四肢无力，没有精神,您好，根据您的描述，需要排除肾脏方面的可能。建议到医院检查下，排除肾脏疾病的可能，平时加强营养，补充点B族维生素，注意规律起居。,精神科,失眠抑郁,sleep
39513486,感冒起的偏头痛加胸闷外加失眠曾经治疗情况和效果：有，不过现在更严重解决头痛问题和失眠，根本睡不了，，,"这个情况主要是因为感冒的原因导致的,积极进行治疗是可以好的建议口服抗病毒药物和感冒冲剂试试。有炎症还是应该加上抗生素。口服药物不见效的,建议输液治疗为好。在当地医生指导下使用。有痰的加上鲜竹沥口服试试,发烧时用退热贴",精神科,失眠抑郁,sleep
12783188,平时出汗多多梦无力,您好，多梦的原因很多，有心肾不交，心血不足，心脾两虚，血虚，气虚，肝郁气滞，心肝火旺，血瘀，忧思伤脾等等。建议检查确诊。也可以找中医辨证用中药治疗。也可以选服中成药如养血安神片，解郁安神颗粒，舒眠胶囊，安神补心片，脑心舒口服液，安神补脑液等治疗。,内科,内科其它,sleep
11640325,经常做梦，失眠一整晚睡不着,"你好,失眠症中医称为不寐.引起不寐的原因主要有饮食不节,情志失调,劳倦,思虑过度,病后体虚等.治疗建议根据个人体质及病情服用中药治疗,可用归脾汤治疗,也可用针灸的方法治疗.生活护理:平素注意养成有规律的作息习惯,情绪稳定.",其他,生活起居,sleep
60456973,神经性头痛，头晕，烦躁易怒，心慌，气短，头鸣，耳鸣，头部压迫感，失眠多梦，腰酸背痛等症,病例分析:情绪有问题吗？如此多的躯体症状，多与情绪障碍有关系。,内科,头痛,sleep
32336382,我头疼，还老是迷糊，身上没劲感觉麻，感觉不是自己的脑袋，有时候还恶心，头都不感东，也睡不着觉，急急急，吃啥药么,你这有可能是劳累过度，睡眠不足引起的神经衰弱，其临床表现为头痛，头晕，失眠，多梦，健忘，恍惚，神疲乏力，精神萎靡等症状。可服用安神补脑液，脑心舒口服液治疗，如果效果不佳，应就诊治疗；平时应积极参加体育锻炼，增强体质，提高免疫力；应注意饮食，应加强营养，多吃新鲜蔬菜和水果，有利于疾病的恢复，防止疾病的发展。,精神科,失眠抑郁,sleep
40077064,手抖失眠心慌想请教一下是不是甲亢严不严重,甲亢一般的临床症状是双眼突出、烦躁易怒、多食易饥、爱出汗、手抖、心慌、失眠等。且从您的检查结果来看，是可以初步定义为“甲亢”的。甲亢的治疗不能乱用药，建议您最好是去找个专业的内分泌科大夫具体的给您治疗，同时可以配合上中医药的整体调理。这种疾病的治疗周期一般是在2到3年，故而您需要坚持治疗。平时要多注意休息，保持心情舒畅，少吃辛辣刺激的食物。希望此建议对您有所帮助。并祝您早日康复！,精神科,失眠抑郁,sleep
